,url,datetime,header,rent_type,price,district,floor,address,owner,house_type,area,condition,bathroom,accommodations
1888,https://krisha.kz/a/show/660549009,2020-07-16 16:11:34,"2-комнатная квартира, 58 м², 9/9 этаж помесячно",квартира,130000,Алмалинский р-н,,"Алмалинский р-н, Раимбека 244, Алматы",Хозяин,"монолитный, 2006 г.п.","58 м², жилая — 29.8 м², кухня — 13.8 м²",евроремонт,раздельный,полностью меблирована
1887,https://krisha.kz/a/show/55499050,2020-07-16 16:11:31,"2-комнатная квартира, 46 м², 2/5 этаж помесячно",квартира,120000,,,"улица Карасай Батыра 206 — Розыбакиева, Алматы",Хозяин,"кирпичный, 1989 г.п.","46 м², жилая — 40 м², кухня — 7 м²",хорошее,совмещенный,полностью меблирована
1886,https://krisha.kz/a/show/50744633,2020-07-16 16:11:28,"2-комнатная квартира, 45 м², 3/4 этаж помесячно",квартира,120000,,,"улица Тимирязева 75 — Ауэзова, Алматы",Хозяин,"кирпичный, 1989 г.п.","45 м², жилая — 35 м², кухня — 9 м²",хорошее,совмещенный,полностью меблирована
1885,https://krisha.kz/a/show/660550256,2020-07-16 16:11:25,"2-комнатная квартира, 62 м², 4/5 этаж помесячно",квартира,160000,Бостандыкский р-н,,"Бостандыкский р-н, Жандосова 35, Алматы",Хозяин,"панельный, 1989 г.п.","62 м², кухня — 11 м²",евроремонт,раздельный,полностью меблирована
1884,https://krisha.kz/a/show/660068761,2020-07-16 16:11:22,"2-комнатная квартира, 50 м², 5/5 этаж помесячно",квартира,90000,Ауэзовский р-н,,"Ауэзовский р-н, мкр Таугуль, Мкр Таугуль 7 — Жандосова, Алматы",РЕГИОН 02,"панельный, 1985 г.п.","50 м², кухня — 10 м²",хорошее,раздельный,полностью меблирована
1883,https://krisha.kz/a/show/660550165,2020-07-16 16:11:19,"1-комнатная квартира, 40 м² помесячно",квартира,80000,Ауэзовский р-н,,"Ауэзовский р-н, мкр Жетысу-2 22 — Саина, Алматы",Хозяин,"панельный, 1991 г.п.","40 м², жилая — 18 м², кухня — 9 м²",хорошее,совмещенный,полностью меблирована
1882,https://krisha.kz/a/show/660550007,2020-07-16 16:11:16,"3-комнатная квартира, 70 м², 4/5 этаж помесячно",квартира,100000,Ауэзовский р-н,,"Ауэзовский р-н, мкр Аксай-3Б, Мкр Аксай-3Б 4, Алматы",Хозяин,"панельный, 1993 г.п.",70 м²,хорошее,раздельный,частично меблирована
1881,https://krisha.kz/a/show/660550073,2020-07-16 16:11:13,"3-комнатная квартира, 60 м², 4/4 этаж помесячно",квартира,140000,Алмалинский р-н,,"Алмалинский р-н, Панфилова 23 — Маметовой, Алматы",Хозяин,"панельный, 1986 г.п.",60 м²,евроремонт,раздельный,полностью меблирована
1880,https://krisha.kz/a/show/660383062,2020-07-16 16:11:10,"2-комнатная квартира, 56 м², 1/5 этаж помесячно",квартира,125000,Бостандыкский р-н,,"Бостандыкский р-н, мкр Коктем-2 5, Алматы",Хозяин,"кирпичный, 1982 г.п.","56 м², жилая — 42 м², кухня — 6 м²",хорошее,совмещенный,
1879,https://krisha.kz/a/show/660383026,2020-07-16 16:11:07,"1-комнатная квартира, 46 м², 8/10 этаж помесячно",квартира,150000,Ауэзовский р-н,,"Ауэзовский р-н, мкр Жетысу-1, Алматы",Хозяин,"монолитный, 2019 г.п.",46 м²,евроремонт,совмещенный,частично меблирована
1878,https://krisha.kz/a/show/660382657,2020-07-16 16:11:04,"2-комнатная квартира, 45 м², 3/4 этаж помесячно",квартира,120000,Бостандыкский р-н,,"Бостандыкский р-н, Розыбакиева — Утепова, Алматы",Хозяин,"панельный, 1961 г.п.","45 м², жилая — 32 м², кухня — 6 м²",хорошее,совмещенный,полностью меблирована
1877,https://krisha.kz/a/show/660549668,2020-07-16 16:11:00,"1-комнатная квартира, 45 м², 1/9 этаж помесячно",квартира,90000,Алатауский р-н,,"Алатауский р-н, мкр Зердели (Алгабас-6), Мкр Зердели (Алгабас-6) 1/179 — Акын сара, Алматы",Хозяин,"монолитный, 2013 г.п.","45 м², жилая — 24 м², кухня — 12 м²",евроремонт,совмещенный,полностью меблирована
1876,https://krisha.kz/a/show/660549759,2020-07-16 16:10:57,"3-комнатная квартира, 130 м², 3/15 этаж помесячно",квартира,230000,Бостандыкский р-н,,"Бостандыкский р-н, мкр Керемет, Тимирязева 1 — Наурызбай Батыра, Алматы",Хозяин,"монолитный, 2011 г.п.","130 м², кухня — 15 м²",евроремонт,2 с/у и более,полностью меблирована
1875,https://krisha.kz/a/show/660549691,2020-07-16 16:10:54,"1-комнатная квартира, 33 м², 2/5 этаж помесячно",квартира,130000,Бостандыкский р-н,,"Бостандыкский р-н, мкр Коктем-1, Мкр Коктем-1 16 — Тимирязева, Алматы",Хозяин,"панельный, 1972 г.п.","33 м², жилая — 18 м², кухня — 6 м²",хорошее,совмещенный,полностью меблирована
1874,https://krisha.kz/a/show/660549781,2020-07-16 16:10:51,"3-комнатная квартира, 90 м², 7/9 этаж помесячно",квартира,150000,Алатауский р-н,,"Алатауский р-н, мкр Нуркент (Алгабас-1), Мкр Нуркент (Алгабас-1) 76, Алматы",Хозяин,"монолитный, 2018 г.п.","90 м², жилая — 50 м², кухня — 11 м²",хорошее,2 с/у и более,полностью меблирована
1873,https://krisha.kz/a/show/54926839,2020-07-16 16:10:48,"2-комнатная квартира, 60 м², 2/3 этаж помесячно",квартира,280000,Медеуский р-н,,"Медеуский р-н, Толе би 49, Алматы",Хозяин,"кирпичный, 1952 г.п.","60 м², жилая — 49 м², кухня — 9 м²",евроремонт,совмещенный,полностью меблирована
1872,https://krisha.kz/a/show/660382601,2020-07-16 16:10:45,"1-комнатная квартира, 16 м² помесячно",квартира,60000,Алмалинский р-н,,"Алмалинский р-н, Шевченко, Алматы",Хозяин,"кирпичный, 1987 г.п.",16 м²,хорошее,совмещенный,частично меблирована
1871,https://krisha.kz/a/show/660549548,2020-07-16 16:10:42,"2-комнатная квартира, 52 м², 5/5 этаж помесячно",квартира,100000,Бостандыкский р-н,,"Бостандыкский р-н, Тлендиева — Абая, Алматы",Хозяин,"панельный, 1980 г.п.","52 м², жилая — 46 м², кухня — 6 м²",хорошее,совмещенный,полностью меблирована
